,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),Date
2245,117790,86791,72656,14135,19.5,2018-06-21
2244,117111,86209,73832,12377,16.8,2018-06-22
2243,117111,83862,61832,22030,35.6,2018-06-23
2242,117111,84269,60899,23370,38.4,2018-06-24
2241,117111,87256,76606,10650,13.9,2018-06-25
2240,117111,89067,75237,13830,18.4,2018-06-26
2239,117111,87793,74803,12990,17.4,2018-06-27
2238,117111,88067,74820,13247,17.7,2018-06-28
2237,117111,89332,75049,14283,19.0,2018-06-29
2236,117205,88076,65571,22505,34.3,2018-06-30
2235,117205,87679,60609,27070,44.7,2018-07-01
2234,117205,89068,75611,13457,17.8,2018-07-02
2233,117205,89020,77312,11708,15.1,2018-07-03
2232,117205,89359,78919,10440,13.2,2018-07-04
2231,117205,91119,77530,13589,17.5,2018-07-05
2230,117205,91535,73639,17896,24.3,2018-07-06
2229,117205,89827,60855,28972,47.6,2018-07-07
2228,117205,90879,58944,31935,54.2,2018-07-08
2227,117205,95045,70920,24125,34.0,2018-07-09
2226,117205,95595,76258,19337,25.4,2018-07-10
2225,117205,96148,79406,16742,21.1,2018-07-11
2224,117205,96809,81393,15416,18.9,2018-07-12
2223,117205,95558,82076,13482,16.4,2018-07-13
2222,117205,92605,70700,21905,31.0,2018-07-14
2221,117205,93127,69798,23329,33.4,2018-07-15
2220,117205,95758,86306,9452,11.0,2018-07-16
2219,117205,97112,86286,10826,12.5,2018-07-17
2218,117205,97759,86710,11049,12.7,2018-07-18
2217,117205,97937,87591,10346,11.8,2018-07-19
2216,117205,97502,88080,9422,10.7,2018-07-20
2215,117205,95628,76999,18629,24.2,2018-07-21
2214,117205,97241,73794,23447,31.8,2018-07-22
2213,117205,98296,90695,7601,8.4,2018-07-23
2212,117205,99570,92478,7092,7.7,2018-07-24
2211,117205,99296,90399,8897,9.8,2018-07-25
2210,117205,99309,90682,8627,9.5,2018-07-26
2209,117205,99117,90678,8439,9.3,2018-07-27
2208,117477,92232,77487,14745,19.0,2018-07-28
2207,117477,92104,72063,20041,27.8,2018-07-29
2206,117477,96016,82882,13134,15.8,2018-07-30
2205,117477,96087,83087,13000,15.6,2018-07-31
2204,117840,96321,82486,13835,16.8,2018-08-01
2203,117840,97975,82283,15692,19.1,2018-08-02
2202,117840,99023,81589,17434,21.4,2018-08-03
2201,117840,95423,74087,21336,28.8,2018-08-04
2200,117840,95002,74791,20211,27.0,2018-08-05
2199,117840,99237,88816,10421,11.7,2018-08-06
2198,117840,99399,88873,10526,11.8,2018-08-07
2197,117840,99829,88955,10874,12.2,2018-08-08
2196,117840,99902,88582,11320,12.8,2018-08-09
2195,117840,100189,87807,12382,14.1,2018-08-10
2194,117840,90671,75167,15504,20.6,2018-08-11
2193,117840,90835,73509,17326,23.6,2018-08-12
2192,117840,100194,91405,8789,9.6,2018-08-13
2191,117840,100250,91548,8702,9.5,2018-08-14
2190,117840,98106,83275,14831,17.8,2018-08-15
2189,117840,99943,88720,11223,12.6,2018-08-16
2188,117840,99458,80289,19169,23.9,2018-08-17
2187,117840,93030,67131,25899,38.6,2018-08-18
2186,117840,93003,66730,26273,39.4,2018-08-19
2185,117840,99274,83917,15357,18.3,2018-08-20
2184,117840,98147,84025,14122,16.8,2018-08-21
2183,117840,97791,87911,9880,11.2,2018-08-22
2182,117840,98679,84786,13893,16.4,2018-08-23
2181,117840,98764,79844,18920,23.7,2018-08-24
2180,117840,91111,68483,22628,33.0,2018-08-25
2179,117840,89602,61434,28168,45.9,2018-08-26
2178,117840,98259,77224,21035,27.2,2018-08-27
2177,117840,98287,79359,18928,23.9,2018-08-28
2176,117840,97798,80284,17514,21.8,2018-08-29
2175,117996,97129,81281,15848,19.5,2018-08-30
2174,117996,97053,77420,19633,25.4,2018-08-31
2173,117996,92587,65117,27470,42.2,2018-09-01
2172,117996,91846,62574,29272,46.8,2018-09-02
2171,117996,94223,78405,15818,20.2,2018-09-03
2170,117996,94239,76268,17971,23.6,2018-09-04
2169,117996,94830,75416,19414,25.7,2018-09-05
2168,117996,94775,76604,18171,23.7,2018-09-06
2167,117996,94835,73304,21531,29.4,2018-09-07
2166,117996,86196,61542,24654,40.1,2018-09-08
2165,117996,88849,59747,29102,48.7,2018-09-09
2164,117996,91723,72230,19493,27.0,2018-09-10
2163,117996,92845,71320,21525,30.2,2018-09-11
2162,117996,92726,73004,19722,27.0,2018-09-12
2161,117996,92278,73607,18671,25.4,2018-09-13
2160,117996,92337,73530,18807,25.6,2018-09-14
2159,117996,87380,64896,22484,34.6,2018-09-15
2158,117996,84610,61788,22822,36.9,2018-09-16
2157,117996,92041,73080,18961,25.9,2018-09-17
2156,117996,92418,72897,19521,26.8,2018-09-18
2155,117996,92949,72654,20295,27.9,2018-09-19
2154,117996,93862,71784,22078,30.8,2018-09-20
2153,117996,95074,69729,25345,36.3,2018-09-21
2152,117996,89729,57029,32700,57.3,2018-09-22
2151,117996,88136,51604,36532,70.8,2018-09-23
2150,117996,87986,47981,40005,83.4,2018-09-24
2149,117996,87802,51414,36388,70.8,2018-09-25
2148,117996,87542,55992,31550,56.3,2018-09-26
2147,117996,88882,65404,23478,35.9,2018-09-27
2146,117996,87832,66524,21308,32.0,2018-09-28
2145,117996,85117,59632,25485,42.7,2018-09-29
2144,117996,85610,57311,28299,49.4,2018-09-30
2143,117996,84255,66789,17466,26.2,2018-10-01
2142,117996,83866,66291,17575,26.5,2018-10-02
2141,117996,82997,63204,19793,31.3,2018-10-03
2140,117996,83069,68210,14859,21.8,2018-10-04
2139,117996,83732,68545,15187,22.2,2018-10-05
2138,117996,80345,60380,19965,33.1,2018-10-06
2137,117996,80216,56947,23269,40.9,2018-10-07
2136,117996,82849,66445,16404,24.7,2018-10-08
2135,117996,81359,63339,18020,28.5,2018-10-09
2134,117996,80746,67212,13534,20.1,2018-10-10
2133,117996,82365,67931,14434,21.2,2018-10-11
2132,117996,83471,66908,16563,24.8,2018-10-12
2131,117996,79514,58171,21343,36.7,2018-10-13
2130,117996,80738,57197,23541,41.2,2018-10-14
2129,117996,82338,67919,14419,21.2,2018-10-15
2128,117996,80683,68140,12543,18.4,2018-10-16
2127,117996,81346,67428,13918,20.6,2018-10-17
2126,117996,81609,68273,13336,19.5,2018-10-18
2125,117996,81181,66699,14482,21.7,2018-10-19
2124,117996,77857,58460,19397,33.2,2018-10-20
2123,117996,78562,57268,21294,37.2,2018-10-21
2122,117996,80080,67942,12138,17.9,2018-10-22
2121,117996,79919,68261,11658,17.1,2018-10-23
2120,117996,80567,67241,13326,19.8,2018-10-24
2119,117996,80187,68029,12158,17.9,2018-10-25
2118,117996,78637,68352,10285,15.0,2018-10-26
2117,117996,78853,59055,19798,33.5,2018-10-27
2116,117996,80886,57363,23523,41.0,2018-10-28
2115,117996,84867,69629,15238,21.9,2018-10-29
2114,117996,84796,70329,14467,20.6,2018-10-30
2113,117996,84708,69211,15497,22.4,2018-10-31
2112,117996,85019,69302,15717,22.7,2018-11-01
2111,117996,86318,68213,18105,26.5,2018-11-02
2110,117996,84461,59940,24521,40.9,2018-11-03
2109,117996,83304,58032,25272,43.5,2018-11-04
2108,117996,85339,68082,17257,25.3,2018-11-05
2107,117996,86299,68452,17847,26.1,2018-11-06
2106,117996,86002,70063,15939,22.7,2018-11-07
2105,117996,88392,71046,17346,24.4,2018-11-08
2104,117996,88746,69575,19171,27.6,2018-11-09
2103,117996,85852,59583,26269,44.1,2018-11-10
2102,117996,85994,58243,27751,47.6,2018-11-11
2101,117996,88116,67888,20228,29.8,2018-11-12
2100,117996,88097,69176,18921,27.4,2018-11-13
2099,117996,87850,69403,18447,26.6,2018-11-14
2098,117996,88965,69041,19924,28.9,2018-11-15
2097,117996,89388,71160,18228,25.6,2018-11-16
2096,118266,89280,60668,28612,47.2,2018-11-17
2095,118266,88836,59566,29270,49.1,2018-11-18
2094,118266,89749,71325,18424,25.8,2018-11-19
2093,118266,89359,72086,17273,24.0,2018-11-20
2092,118266,88807,74205,14602,19.7,2018-11-21
2091,118266,89678,73930,15748,21.3,2018-11-22
2090,118266,89284,74515,14769,19.8,2018-11-23
2089,118266,89340,66283,23057,34.8,2018-11-24
2088,118266,88825,60418,28407,47.0,2018-11-25
2087,118266,90334,74393,15941,21.4,2018-11-26
2086,118266,91509,74408,17101,23.0,2018-11-27
2085,118266,92262,74495,17767,23.8,2018-11-28
2084,118266,93480,75914,17566,23.1,2018-11-29
2083,118266,94970,74676,20294,27.2,2018-11-30
2082,118266,93351,63484,29867,47.0,2018-12-01
2081,118266,91105,60232,30873,51.3,2018-12-02
2080,118266,93342,73728,19614,26.6,2018-12-03
2079,118266,95299,73600,21699,29.5,2018-12-04
2078,118266,95421,76287,19134,25.1,2018-12-05
2077,118266,94062,78157,15905,20.4,2018-12-06
2076,118266,96189,82072,14117,17.2,2018-12-07
2075,118266,95541,69510,26031,37.4,2018-12-08
2074,118266,95642,67263,28379,42.2,2018-12-09
2073,118266,97775,83776,13999,16.7,2018-12-10
2072,118266,98271,85463,12808,15.0,2018-12-11
2071,118266,97110,83447,13663,16.4,2018-12-12
2070,118266,97903,83702,14201,17.0,2018-12-13
2069,118266,98032,83871,14161,16.9,2018-12-14
2068,118266,97154,70400,26754,38.0,2018-12-15
2067,118266,95867,65711,30156,45.9,2018-12-16
2066,118266,96268,81991,14277,17.4,2018-12-17
2065,118266,95992,81939,14053,17.2,2018-12-18
2064,118266,97325,80550,16775,20.8,2018-12-19
2063,119092,97431,81081,16350,20.2,2018-12-20
2062,119092,96871,79490,17381,21.9,2018-12-21
2061,119092,94130,65656,28474,43.4,2018-12-22
2060,119092,98751,63817,34934,54.7,2018-12-23
2059,119092,100733,77453,23280,30.1,2018-12-24
2058,119092,99769,67836,31933,47.1,2018-12-25
2057,119092,101432,79897,21535,27.0,2018-12-26
2056,119092,101923,84377,17546,20.8,2018-12-27
2055,119092,100841,86083,14758,17.1,2018-12-28
2054,119092,99181,71171,28010,39.4,2018-12-29
2053,119092,98344,67295,31049,46.1,2018-12-30
2052,119092,101763,74652,27111,36.3,2018-12-31
2051,119092,100043,65493,34550,52.8,2019-01-01
2050,119092,101149,82437,18712,22.7,2019-01-02
2049,119092,99695,84196,15499,18.4,2019-01-03
2048,119092,100294,84746,15548,18.3,2019-01-04
2047,119092,99505,69496,30009,43.2,2019-01-05
2046,119092,98748,66493,32255,48.5,2019-01-06
2045,119092,101091,84074,17017,20.2,2019-01-07
2044,119092,100948,83818,17130,20.4,2019-01-08
2043,119092,100827,85392,15435,18.1,2019-01-09
2042,119092,101064,83833,17231,20.6,2019-01-10
2041,119092,99990,81941,18049,22.0,2019-01-11
2040,119092,98303,68147,30156,44.3,2019-01-12
2039,119092,97990,64545,33445,51.8,2019-01-13
2038,119092,98333,81783,16550,20.2,2019-01-14
2037,119092,98347,81378,16969,20.9,2019-01-15
2036,119092,101806,84401,17405,20.6,2019-01-16
2035,119092,101011,82611,18400,22.3,2019-01-17
2034,119092,101500,81668,19832,24.3,2019-01-18
2033,119092,99028,67950,31078,45.7,2019-01-19
2032,119092,99561,65830,33731,51.2,2019-01-20
2031,119092,99530,82668,16862,20.4,2019-01-21
2030,119092,100320,81134,19186,23.6,2019-01-22
2029,119092,100337,80794,19543,24.2,2019-01-23
2028,119350,99535,80239,19296,24.0,2019-01-24
2027,119350,99688,81007,18681,23.1,2019-01-25
2026,119350,97796,68954,28842,41.8,2019-01-26
2025,119350,97470,65189,32281,49.5,2019-01-27
2024,119350,99745,80399,19346,24.1,2019-01-28
2023,119350,100298,81215,19083,23.5,2019-01-29
2022,119350,99728,80741,18987,23.5,2019-01-30
2021,119350,99590,83652,15938,19.1,2019-01-31
2020,119350,99950,80556,19394,24.1,2019-02-01
2019,119350,96386,67202,29184,43.4,2019-02-02
2018,119350,96030,60334,35696,59.2,2019-02-03
2017,119350,94102,57603,36499,63.4,2019-02-04
2016,119350,94577,55340,39237,70.9,2019-02-05
2015,119350,95737,56835,38902,68.4,2019-02-06
2014,119350,97979,72824,25155,34.5,2019-02-07
2013,119350,99739,79253,20486,25.8,2019-02-08
2012,119350,98259,67498,30761,45.6,2019-02-09
2011,119350,97303,65225,32078,49.2,2019-02-10
2010,119350,98662,81369,17293,21.3,2019-02-11
2009,119350,98910,81684,17226,21.1,2019-02-12
2008,119350,98297,80849,17448,21.6,2019-02-13
2007,119350,98101,81477,16624,20.4,2019-02-14
2006,119350,98165,81471,16694,20.5,2019-02-15
2005,119350,95215,67769,27446,40.5,2019-02-16
2004,119350,96719,64033,32686,51.0,2019-02-17
2003,119350,97919,80394,17525,21.8,2019-02-18
2002,119350,98738,82869,15869,19.1,2019-02-19
2001,119350,97769,79777,17992,22.6,2019-02-20
2000,119350,97508,78291,19217,24.5,2019-02-21
1999,119350,95280,77656,17624,22.7,2019-02-22
1998,119350,94747,65016,29731,45.7,2019-02-23
1997,119350,92101,60881,31220,51.3,2019-02-24
1996,119350,93529,74848,18681,25.0,2019-02-25
1995,119350,96495,74488,22007,29.5,2019-02-26
1994,119350,96168,74792,21376,28.6,2019-02-27
1993,119350,96915,73115,23800,32.6,2019-02-28
1992,119350,91637,63532,28105,44.2,2019-03-01
1991,119350,93202,60563,32639,53.9,2019-03-02
1990,119350,93415,59211,34204,57.8,2019-03-03
1989,119350,91523,71880,19643,27.3,2019-03-04
1988,119350,89577,73603,15974,21.7,2019-03-05
1987,119350,90340,73573,16767,22.8,2019-03-06
1986,119350,90568,72780,17788,24.4,2019-03-07
1985,119350,91780,72390,19390,26.8,2019-03-08
1984,119350,90590,62527,28063,44.9,2019-03-09
1983,119350,90342,59584,30758,51.6,2019-03-10
1982,119350,90487,72149,18338,25.4,2019-03-11
1981,119350,90181,73773,16408,22.2,2019-03-12
1980,119350,90422,74136,16286,22.0,2019-03-13
1979,119350,91332,73378,17954,24.5,2019-03-14
1978,119350,91330,73568,17762,24.1,2019-03-15
1977,119350,91308,63088,28220,44.7,2019-03-16
1976,119350,91088,59480,31608,53.1,2019-03-17
1975,119350,89700,72008,17692,24.6,2019-03-18
1974,119350,89997,70866,19131,27.0,2019-03-19
1973,119350,88590,71675,16915,23.6,2019-03-20
1972,119350,89654,71884,17770,24.7,2019-03-21
1971,119350,90789,71617,19172,26.8,2019-03-22
1970,119350,89921,62029,27892,45.0,2019-03-23
1969,119350,90705,59274,31431,53.0,2019-03-24
1968,119350,88593,72375,16218,22.4,2019-03-25
1967,119350,88814,70390,18424,26.2,2019-03-26
1966,119826,88343,68679,19664,28.6,2019-03-27
1965,119826,87696,68576,19120,27.9,2019-03-28
1964,119826,89996,67957,22039,32.4,2019-03-29
1963,119826,90805,59993,30812,51.4,2019-03-30
1962,119826,91010,59005,32005,54.2,2019-03-31
1961,119826,89580,68918,20662,30.0,2019-04-01
1960,119826,89630,69375,20255,29.2,2019-04-02
1959,119826,89340,68911,20429,29.6,2019-04-03
1958,119826,88395,68612,19783,28.8,2019-04-04
1957,119826,88423,69788,18635,26.7,2019-04-05
1956,119826,85244,59799,25445,42.6,2019-04-06
1955,119826,85169,57246,27923,48.8,2019-04-07
1954,119826,86824,66789,20035,30.0,2019-04-08
1953,119826,87976,70499,17477,24.8,2019-04-09
1952,119826,86455,73010,13445,18.4,2019-04-10
1951,119826,85487,68823,16664,24.2,2019-04-11
1950,119826,86705,65841,20864,31.7,2019-04-12
1949,119826,83129,58741,24388,41.5,2019-04-13
1948,119826,82158,57347,24811,43.3,2019-04-14
1947,119826,85512,65652,19860,30.3,2019-04-15
1946,119826,83106,65846,17260,26.2,2019-04-16
1945,119826,82570,64858,17712,27.3,2019-04-17
1944,119826,82853,65665,17188,26.2,2019-04-18
1943,119826,84424,67286,17138,25.5,2019-04-19
1942,119826,85289,57536,27753,48.2,2019-04-20
1941,119826,83152,56357,26795,47.5,2019-04-21
1940,119826,81942,65036,16906,26.0,2019-04-22
1939,119826,81557,67676,13881,20.5,2019-04-23
1938,119826,82852,66843,16009,24.0,2019-04-24
1937,119826,83514,68406,15108,22.1,2019-04-25
1936,119826,84099,68703,15396,22.4,2019-04-26
1935,119826,82324,58248,24076,41.3,2019-04-27
1934,119826,80878,56304,24574,43.6,2019-04-28
1933,119826,82947,68904,14043,20.4,2019-04-29
1932,119826,82853,65866,16987,25.8,2019-04-30
1931,119826,81645,59257,22388,37.8,2019-05-01
1930,119826,82415,64347,18068,28.1,2019-05-02
1929,119826,81989,63488,18501,29.1,2019-05-03
1928,119826,80918,55891,25027,44.8,2019-05-04
1927,119826,79335,54877,24458,44.6,2019-05-05
1926,119826,81530,59232,22298,37.6,2019-05-06
1925,119826,79503,64119,15384,24.0,2019-05-07
1924,119826,78364,65191,13173,20.2,2019-05-08
1923,119826,80556,64637,15919,24.6,2019-05-09
1922,119826,81679,65051,16628,25.6,2019-05-10
1921,119826,79703,56737,22966,40.5,2019-05-11
1920,119826,79573,55971,23602,42.2,2019-05-12
1919,119826,80443,66385,14058,21.2,2019-05-13
1918,119826,80697,66716,13981,21.0,2019-05-14
1917,119826,80361,68076,12285,18.0,2019-05-15
1916,119826,83421,69631,13790,19.8,2019-05-16
1915,119826,85369,69583,15786,22.7,2019-05-17
1914,119826,86935,58102,28833,49.6,2019-05-18
1913,119826,85663,57545,28118,48.9,2019-05-19
1912,119826,85532,64838,20694,31.9,2019-05-20
1911,119826,84904,65571,19333,29.5,2019-05-21
1910,119826,85640,66689,18951,28.4,2019-05-22
1909,119826,85870,68535,17335,25.3,2019-05-23
1908,119826,86270,70964,15306,21.6,2019-05-24
1907,119826,82940,58952,23988,40.7,2019-05-25
1906,119826,81999,57613,24386,42.3,2019-05-26
1905,119826,86044,69700,16344,23.4,2019-05-27
1904,119826,85268,66168,19100,28.9,2019-05-28
1903,119826,85854,67474,18380,27.2,2019-05-29
1902,119826,85645,68850,16795,24.4,2019-05-30
1901,119826,87936,64992,22944,35.3,2019-05-31
1900,119826,88112,56860,31252,55.0,2019-06-01
1899,119826,87594,56758,30836,54.3,2019-06-02
1898,119826,88900,69235,19665,28.4,2019-06-03
1897,119826,90564,70611,19953,28.3,2019-06-04
1896,119826,90898,70897,20001,28.2,2019-06-05
1895,119826,90589,65996,24593,37.3,2019-06-06
1894,119826,92817,65956,26861,40.7,2019-06-07
1893,119826,88149,57222,30927,54.0,2019-06-08
1892,119826,87928,56627,31301,55.3,2019-06-09
1891,119826,87694,67097,20597,30.7,2019-06-10
1890,119826,88715,67125,21590,32.2,2019-06-11
1889,120471,88232,68360,19872,29.1,2019-06-12
1888,120471,88551,69302,19249,27.8,2019-06-13
1887,120471,88949,70094,18855,26.9,2019-06-14
1886,120471,87091,58299,28792,49.4,2019-06-15
1885,120471,86679,57589,29090,50.5,2019-06-16
1884,120471,89409,69144,20265,29.3,2019-06-17
1883,120471,90120,70283,19837,28.2,2019-06-18
1882,120471,89717,71045,18672,26.3,2019-06-19
1881,120471,90492,72419,18073,25.0,2019-06-20
1880,120471,90556,71392,19164,26.8,2019-06-21
1879,120471,88896,59611,29285,49.1,2019-06-22
1878,120471,88127,58504,29623,50.6,2019-06-23
1877,120471,90467,72358,18109,25.0,2019-06-24
1876,120471,89869,74192,15677,21.1,2019-06-25
1875,120471,89983,72691,17292,23.8,2019-06-26
1874,120471,90520,75206,15314,20.4,2019-06-27
1873,120471,90337,73877,16460,22.3,2019-06-28
1872,121147,87932,61863,26069,42.1,2019-06-29
1871,121147,87921,60661,27260,44.9,2019-06-30
1870,121147,91817,73799,18018,24.4,2019-07-01
1869,121147,92227,73871,18356,24.8,2019-07-02
1868,121147,92712,74051,18661,25.2,2019-07-03
1867,121147,93946,75978,17968,23.6,2019-07-04
1866,121147,94391,77081,17310,22.5,2019-07-05
1865,121147,91649,64664,26985,41.7,2019-07-06
1864,121147,92607,61231,31376,51.2,2019-07-07
1863,121147,94434,74511,19923,26.7,2019-07-08
1862,121147,94279,74847,19432,26.0,2019-07-09
1861,121147,95999,73582,22417,30.5,2019-07-10
1860,121147,95381,73762,21619,29.3,2019-07-11
1859,121147,94222,73720,20502,27.8,2019-07-12
1858,121147,93081,62192,30889,49.7,2019-07-13
1857,121147,93017,62384,30633,49.1,2019-07-14
1856,121147,94590,75227,19363,25.7,2019-07-15
1855,121147,94626,77005,17621,22.9,2019-07-16
1854,121147,95420,77875,17545,22.5,2019-07-17
1853,121147,95445,78538,16907,21.5,2019-07-18
1852,121147,95691,81037,14654,18.1,2019-07-19
1851,121147,94148,68096,26052,38.3,2019-07-20
1850,121147,94528,64826,29702,45.8,2019-07-21
1849,121147,97038,81923,15115,18.5,2019-07-22
1848,121147,95593,84164,11429,13.6,2019-07-23
1847,121147,97332,82716,14616,17.7,2019-07-24
1846,121147,96927,82349,14578,17.7,2019-07-25
1845,121147,97280,80943,16337,20.2,2019-07-26
1844,121147,96160,71548,24612,34.4,2019-07-27
1843,121147,95524,67137,28387,42.3,2019-07-28
1842,121147,97017,80114,16903,21.1,2019-07-29
1841,121147,97149,81567,15582,19.1,2019-07-30
1840,121147,97185,78182,19003,24.3,2019-07-31
1839,121147,97699,77967,19732,25.3,2019-08-01
1838,121147,97519,77913,19606,25.2,2019-08-02
1837,121147,94116,70485,23631,33.5,2019-08-03
1836,121147,95160,70852,24308,34.3,2019-08-04
1835,121147,97013,82885,14128,17.0,2019-08-05
1834,121147,97597,82491,15106,18.3,2019-08-06
1833,121147,98026,81077,16949,20.9,2019-08-07
1832,121147,97218,84356,12862,15.2,2019-08-08
1831,121147,97267,85400,11867,13.9,2019-08-09
1830,121147,93371,75211,18160,24.1,2019-08-10
1829,121147,94097,73304,20793,28.4,2019-08-11
1828,121147,97108,86941,10167,11.7,2019-08-12
1827,121147,96389,90314,6075,6.7,2019-08-13
1826,121147,98540,90052,8488,9.4,2019-08-14
1825,121147,96663,75693,20970,27.7,2019-08-15
1824,121147,98046,81147,16899,20.8,2019-08-16
1823,121147,96653,68337,28316,41.4,2019-08-17
1822,121147,96791,66051,30740,46.5,2019-08-18
1821,121147,98558,81590,16968,20.8,2019-08-19
1820,121147,98607,83162,15445,18.6,2019-08-20
1819,121147,99640,83782,15858,18.9,2019-08-21
1818,121147,100471,82264,18207,22.1,2019-08-22
1817,121147,100326,79012,21314,27.0,2019-08-23
1816,121147,98115,64735,33380,51.6,2019-08-24
1815,121147,98253,63326,34927,55.2,2019-08-25
1814,121147,99869,79478,20391,25.7,2019-08-26
1813,121147,99787,77998,21789,27.9,2019-08-27
1812,121147,99232,79037,20195,25.6,2019-08-28
1811,121147,99833,76683,23150,30.2,2019-08-29
1810,122973,99882,73735,26147,35.5,2019-08-30
1809,122973,97968,63393,34575,54.5,2019-08-31
1808,122973,97308,61847,35461,57.3,2019-09-01
1807,122973,96412,76231,20181,26.5,2019-09-02
1806,122973,95152,77067,18085,23.5,2019-09-03
1805,122973,95358,77939,17419,22.3,2019-09-04
1804,122973,96786,79390,17396,21.9,2019-09-05
1803,122973,96032,79916,16116,20.2,2019-09-06
1802,122973,94243,68972,25271,36.6,2019-09-07
1801,122973,92823,65686,27137,41.3,2019-09-08
1800,122973,92717,78980,13737,17.4,2019-09-09
1799,122490,91977,78650,13327,16.9,2019-09-10
1798,122490,92360,73271,19089,26.1,2019-09-11
1797,122490,89300,55025,34275,62.3,2019-09-12
1796,122490,87867,50583,37284,73.7,2019-09-13
1795,122490,87824,55077,32747,59.5,2019-09-14
1794,122490,87737,58401,29336,50.2,2019-09-15
1793,122490,88841,71926,16915,23.5,2019-09-16
1792,122490,88944,72654,16290,22.4,2019-09-17
1791,122490,90221,71310,18911,26.5,2019-09-18
1790,122490,90289,71203,19086,26.8,2019-09-19
1789,122490,89961,68997,20964,30.4,2019-09-20
1788,122490,83252,60423,22829,37.8,2019-09-21
1787,122490,85676,57175,28501,49.8,2019-09-22
1786,122490,87757,67955,19802,29.1,2019-09-23
1785,122490,87436,68030,19406,28.5,2019-09-24
1784,122490,84067,69484,14583,21.0,2019-09-25
1783,122490,84644,70942,13702,19.3,2019-09-26
1782,122490,84363,70695,13668,19.3,2019-09-27
1781,122490,83347,61652,21695,35.2,2019-09-28
1780,122490,84097,59910,24187,40.4,2019-09-29
1779,122490,84371,72703,11668,16.0,2019-09-30
1778,122490,83471,73550,9921,13.5,2019-10-01
1777,122490,85176,72674,12502,17.2,2019-10-02
1776,122490,81703,65389,16314,24.9,2019-10-03
1775,122490,80662,69517,11145,16.0,2019-10-04
1774,122490,81526,58463,23063,39.4,2019-10-05
1773,122490,83945,56929,27016,47.5,2019-10-06
1772,122490,82629,67701,14928,22.0,2019-10-07
1771,122490,82189,66068,16121,24.4,2019-10-08
1770,122490,81179,62364,18815,30.2,2019-10-09
1769,122490,80267,66814,13453,20.1,2019-10-10
1768,122490,80279,65826,14453,22.0,2019-10-11
1767,122490,79668,56963,22705,39.9,2019-10-12
1766,122490,84062,56189,27873,49.6,2019-10-13
1765,122490,80774,66445,14329,21.6,2019-10-14
1764,122490,81374,66840,14534,21.7,2019-10-15
1763,122490,82263,65339,16924,25.9,2019-10-16
1762,122490,81826,65896,15930,24.2,2019-10-17
1761,122490,82388,66319,16069,24.2,2019-10-18
1760,122490,79662,57570,22092,38.4,2019-10-19
1759,122490,82594,56578,26016,46.0,2019-10-20
1758,122490,80786,66898,13888,20.8,2019-10-21
1757,122490,81746,67468,14278,21.2,2019-10-22
1756,122490,81763,67006,14757,22.0,2019-10-23
1755,122490,82482,66741,15741,23.6,2019-10-24
1754,122490,82728,65970,16758,25.4,2019-10-25
1753,122490,83846,57066,26780,46.9,2019-10-26
1752,122490,84834,56033,28801,51.4,2019-10-27
1751,122490,82434,66673,15761,23.6,2019-10-28
1750,124023,82395,67119,15276,22.8,2019-10-29
1749,124023,81982,66526,15456,23.2,2019-10-30
1748,124023,82886,66888,15998,23.9,2019-10-31
1747,124023,85949,65117,20832,32.0,2019-11-01
1746,124023,85945,56973,28972,50.9,2019-11-02
1745,124023,86064,56036,30028,53.6,2019-11-03
1744,124023,85676,65979,19697,29.9,2019-11-04
1743,124023,85099,66471,18628,28.0,2019-11-05
1742,124023,85861,65837,20024,30.4,2019-11-06
1741,124023,88250,66635,21615,32.4,2019-11-07
1740,124023,88048,66895,21153,31.6,2019-11-08
1739,124023,84573,58848,25725,43.7,2019-11-09
1738,124023,83166,57626,25540,44.3,2019-11-10
1737,124023,85649,67084,18565,27.7,2019-11-11
1736,124023,86750,68342,18408,26.9,2019-11-12
1735,124392,85826,71244,14582,20.5,2019-11-13
1734,124392,87748,72026,15722,21.8,2019-11-14
1733,124392,86729,70876,15853,22.4,2019-11-15
1732,124392,85664,60421,25243,41.8,2019-11-16
1731,124392,85545,58646,26899,45.9,2019-11-17
1730,124392,88940,71848,17092,23.8,2019-11-18
1729,124392,87377,74393,12984,17.5,2019-11-19
1728,124392,86728,74148,12580,17.0,2019-11-20
1727,124392,88463,74041,14422,19.5,2019-11-21
1726,124392,88001,71571,16430,23.0,2019-11-22
1725,124392,83834,60030,23804,39.7,2019-11-23
1724,124392,83730,57696,26034,45.1,2019-11-24
1723,124392,89691,74250,15441,20.8,2019-11-25
1722,124392,89075,72776,16299,22.4,2019-11-26
1721,124392,87376,73684,13692,18.6,2019-11-27
1720,124392,87908,73693,14215,19.3,2019-11-28
1719,124392,89896,73720,16176,21.9,2019-11-29
1718,124392,88910,62203,26707,42.9,2019-11-30
1717,124392,85920,60978,24942,40.9,2019-12-01
1716,124392,89693,76453,13240,17.3,2019-12-02
1715,124392,88648,77950,10698,13.7,2019-12-03
1714,124833,88239,76624,11615,15.2,2019-12-04
1713,124833,90748,80251,10497,13.1,2019-12-05
1712,124833,92934,81787,11147,13.6,2019-12-06
1711,124833,88596,67875,20721,30.5,2019-12-07
1710,124833,88512,64092,24420,38.1,2019-12-08
